origin_loc_id,pickup_hour,actual_demand,loc_id,zone_name,borough_name
79,2026-03-05 08:00:00,114,79,East Village,Manhattan
79,2026-03-05 09:00:00,142,79,East Village,Manhattan
79,2026-03-05 10:00:00,87,79,East Village,Manhattan
79,2026-03-05 11:00:00,78,79,East Village,Manhattan
79,2026-03-05 12:00:00,65,79,East Village,Manhattan
79,2026-03-05 13:00:00,69,79,East Village,Manhattan
79,2026-03-05 14:00:00,72,79,East Village,Manhattan
79,2026-03-05 15:00:00,52,79,East Village,Manhattan
79,2026-03-05 16:00:00,59,79,East Village,Manhattan
79,2026-03-05 17:00:00,113,79,East Village,Manhattan
79,2026-03-05 18:00:00,170,79,East Village,Manhattan
79,2026-03-05 19:00:00,194,79,East Village,Manhattan
79,2026-03-05 20:00:00,265,79,East Village,Manhattan
79,2026-03-05 21:00:00,354,79,East Village,Manhattan
79,2026-03-05 22:00:00,399,79,East Village,Manhattan
79,2026-03-05 23:00:00,326,79,East Village,Manhattan
79,2026-03-06 00:00:00,203,79,East Village,Manhattan
79,2026-03-06 01:00:00,102,79,East Village,Manhattan
79,2026-03-06 02:00:00,57,79,East Village,Manhattan
79,2026-03-06 03:00:00,49,79,East Village,Manhattan
79,2026-03-06 04:00:00,52,79,East Village,Manhattan
79,2026-03-06 05:00:00,22,79,East Village,Manhattan
79,2026-03-06 06:00:00,58,79,East Village,Manhattan
79,2026-03-06 07:00:00,73,79,East Village,Manhattan
79,2026-03-06 08:00:00,108,79,East Village,Manhattan
79,2026-03-06 09:00:00,99,79,East Village,Manhattan
79,2026-03-06 10:00:00,58,79,East Village,Manhattan
79,2026-03-06 11:00:00,64,79,East Village,Manhattan
79,2026-03-06 12:00:00,59,79,East Village,Manhattan
79,2026-03-06 13:00:00,81,79,East Village,Manhattan
79,2026-03-06 14:00:00,82,79,East Village,Manhattan
79,2026-03-06 15:00:00,79,79,East Village,Manhattan
79,2026-03-06 16:00:00,79,79,East Village,Manhattan
79,2026-03-06 17:00:00,100,79,East Village,Manhattan
79,2026-03-06 18:00:00,141,79,East Village,Manhattan
79,2026-03-06 19:00:00,176,79,East Village,Manhattan
79,2026-03-06 20:00:00,233,79,East Village,Manhattan
79,2026-03-06 21:00:00,265,79,East Village,Manhattan
79,2026-03-06 22:00:00,411,79,East Village,Manhattan
79,2026-03-06 23:00:00,573,79,East Village,Manhattan
79,2026-03-07 00:00:00,738,79,East Village,Manhattan
79,2026-03-07 01:00:00,739,79,East Village,Manhattan
79,2026-03-07 02:00:00,553,79,East Village,Manhattan
79,2026-03-07 03:00:00,385,79,East Village,Manhattan
79,2026-03-07 04:00:00,178,79,East Village,Manhattan
79,2026-03-07 05:00:00,40,79,East Village,Manhattan
79,2026-03-07 06:00:00,27,79,East Village,Manhattan
79,2026-03-07 07:00:00,19,79,East Village,Manhattan
79,2026-03-07 08:00:00,43,79,East Village,Manhattan
79,2026-03-07 09:00:00,64,79,East Village,Manhattan
79,2026-03-07 10:00:00,66,79,East Village,Manhattan
79,2026-03-07 11:00:00,90,79,East Village,Manhattan
79,2026-03-07 12:00:00,119,79,East Village,Manhattan
79,2026-03-07 13:00:00,122,79,East Village,Manhattan
79,2026-03-07 14:00:00,116,79,East Village,Manhattan
79,2026-03-07 15:00:00,106,79,East Village,Manhattan
79,2026-03-07 16:00:00,139,79,East Village,Manhattan
79,2026-03-07 17:00:00,172,79,East Village,Manhattan
79,2026-03-07 18:00:00,285,79,East Village,Manhattan
79,2026-03-07 19:00:00,327,79,East Village,Manhattan
79,2026-03-07 20:00:00,319,79,East Village,Manhattan
79,2026-03-07 21:00:00,345,79,East Village,Manhattan
79,2026-03-07 22:00:00,467,79,East Village,Manhattan
79,2026-03-07 23:00:00,704,79,East Village,Manhattan
79,2026-03-08 00:00:00,844,79,East Village,Manhattan
79,2026-03-08 01:00:00,837,79,East Village,Manhattan
79,2026-03-08 03:00:00,826,79,East Village,Manhattan
79,2026-03-08 04:00:00,437,79,East Village,Manhattan
79,2026-03-08 05:00:00,140,79,East Village,Manhattan
79,2026-03-08 06:00:00,62,79,East Village,Manhattan
79,2026-03-08 07:00:00,33,79,East Village,Manhattan
79,2026-03-08 08:00:00,31,79,East Village,Manhattan
79,2026-03-08 09:00:00,57,79,East Village,Manhattan
79,2026-03-08 10:00:00,78,79,East Village,Manhattan
79,2026-03-08 11:00:00,96,79,East Village,Manhattan
79,2026-03-08 12:00:00,92,79,East Village,Manhattan
79,2026-03-08 13:00:00,116,79,East Village,Manhattan
79,2026-03-08 14:00:00,109,79,East Village,Manhattan
79,2026-03-08 15:00:00,118,79,East Village,Manhattan
79,2026-03-08 16:00:00,121,79,East Village,Manhattan
79,2026-03-08 17:00:00,105,79,East Village,Manhattan
79,2026-03-08 18:00:00,124,79,East Village,Manhattan
79,2026-03-08 19:00:00,145,79,East Village,Manhattan
79,2026-03-08 20:00:00,126,79,East Village,Manhattan
79,2026-03-08 21:00:00,118,79,East Village,Manhattan
79,2026-03-08 22:00:00,100,79,East Village,Manhattan
79,2026-03-08 23:00:00,84,79,East Village,Manhattan
79,2026-03-09 00:00:00,46,79,East Village,Manhattan
79,2026-03-09 01:00:00,35,79,East Village,Manhattan
79,2026-03-09 02:00:00,34,79,East Village,Manhattan
79,2026-03-09 03:00:00,10,79,East Village,Manhattan
79,2026-03-09 04:00:00,17,79,East Village,Manhattan
79,2026-03-09 05:00:00,20,79,East Village,Manhattan
79,2026-03-09 06:00:00,37,79,East Village,Manhattan
79,2026-03-09 07:00:00,68,79,East Village,Manhattan
79,2026-03-09 08:00:00,116,79,East Village,Manhattan
79,2026-03-09 09:00:00,101,79,East Village,Manhattan
79,2026-03-09 10:00:00,59,79,East Village,Manhattan
79,2026-03-09 11:00:00,43,79,East Village,Manhattan
79,2026-03-09 12:00:00,47,79,East Village,Manhattan
79,2026-03-09 13:00:00,43,79,East Village,Manhattan
79,2026-03-09 14:00:00,50,79,East Village,Manhattan
79,2026-03-09 15:00:00,48,79,East Village,Manhattan
79,2026-03-09 16:00:00,41,79,East Village,Manhattan
79,2026-03-09 17:00:00,62,79,East Village,Manhattan
79,2026-03-09 18:00:00,56,79,East Village,Manhattan
79,2026-03-09 19:00:00,102,79,East Village,Manhattan
79,2026-03-09 20:00:00,145,79,East Village,Manhattan
79,2026-03-09 21:00:00,111,79,East Village,Manhattan
79,2026-03-09 22:00:00,131,79,East Village,Manhattan
79,2026-03-09 23:00:00,62,79,East Village,Manhattan
79,2026-03-10 00:00:00,39,79,East Village,Manhattan
79,2026-03-10 01:00:00,19,79,East Village,Manhattan
79,2026-03-10 02:00:00,9,79,East Village,Manhattan
79,2026-03-10 03:00:00,8,79,East Village,Manhattan
79,2026-03-10 04:00:00,17,79,East Village,Manhattan
79,2026-03-10 05:00:00,7,79,East Village,Manhattan
79,2026-03-10 06:00:00,43,79,East Village,Manhattan
79,2026-03-10 07:00:00,93,79,East Village,Manhattan
79,2026-03-10 08:00:00,102,79,East Village,Manhattan
79,2026-03-10 09:00:00,99,79,East Village,Manhattan
79,2026-03-10 10:00:00,69,79,East Village,Manhattan
79,2026-03-10 11:00:00,47,79,East Village,Manhattan
79,2026-03-10 12:00:00,63,79,East Village,Manhattan
79,2026-03-10 13:00:00,61,79,East Village,Manhattan
79,2026-03-10 14:00:00,58,79,East Village,Manhattan
79,2026-03-10 15:00:00,69,79,East Village,Manhattan
79,2026-03-10 16:00:00,42,79,East Village,Manhattan
79,2026-03-10 17:00:00,58,79,East Village,Manhattan
79,2026-03-10 18:00:00,144,79,East Village,Manhattan
79,2026-03-10 19:00:00,143,79,East Village,Manhattan
79,2026-03-10 20:00:00,185,79,East Village,Manhattan
79,2026-03-10 21:00:00,252,79,East Village,Manhattan
79,2026-03-10 22:00:00,202,79,East Village,Manhattan
79,2026-03-10 23:00:00,147,79,East Village,Manhattan
79,2026-03-11 00:00:00,70,79,East Village,Manhattan
79,2026-03-11 01:00:00,48,79,East Village,Manhattan
79,2026-03-11 02:00:00,32,79,East Village,Manhattan
79,2026-03-11 03:00:00,18,79,East Village,Manhattan
79,2026-03-11 04:00:00,18,79,East Village,Manhattan
79,2026-03-11 05:00:00,20,79,East Village,Manhattan
79,2026-03-11 06:00:00,55,79,East Village,Manhattan
79,2026-03-11 07:00:00,100,79,East Village,Manhattan
79,2026-03-11 08:00:00,103,79,East Village,Manhattan
79,2026-03-11 09:00:00,127,79,East Village,Manhattan
79,2026-03-11 10:00:00,63,79,East Village,Manhattan
79,2026-03-11 11:00:00,51,79,East Village,Manhattan
79,2026-03-11 12:00:00,65,79,East Village,Manhattan
79,2026-03-11 13:00:00,49,79,East Village,Manhattan
79,2026-03-11 14:00:00,58,79,East Village,Manhattan
79,2026-03-11 15:00:00,58,79,East Village,Manhattan
79,2026-03-11 16:00:00,45,79,East Village,Manhattan
79,2026-03-11 17:00:00,56,79,East Village,Manhattan
79,2026-03-11 18:00:00,88,79,East Village,Manhattan
79,2026-03-11 19:00:00,116,79,East Village,Manhattan
79,2026-03-11 20:00:00,207,79,East Village,Manhattan
79,2026-03-11 21:00:00,297,79,East Village,Manhattan
79,2026-03-11 22:00:00,226,79,East Village,Manhattan
79,2026-03-11 23:00:00,127,79,East Village,Manhattan
79,2026-03-12 00:00:00,161,79,East Village,Manhattan
79,2026-03-12 01:00:00,51,79,East Village,Manhattan
79,2026-03-12 02:00:00,29,79,East Village,Manhattan
79,2026-03-12 03:00:00,21,79,East Village,Manhattan
79,2026-03-12 04:00:00,23,79,East Village,Manhattan
79,2026-03-12 05:00:00,16,79,East Village,Manhattan
79,2026-03-12 06:00:00,49,79,East Village,Manhattan
79,2026-03-12 07:00:00,79,79,East Village,Manhattan
79,2026-03-12 08:00:00,122,79,East Village,Manhattan
79,2026-03-12 09:00:00,146,79,East Village,Manhattan
79,2026-03-12 10:00:00,78,79,East Village,Manhattan
79,2026-03-12 11:00:00,57,79,East Village,Manhattan
79,2026-03-12 12:00:00,74,79,East Village,Manhattan
79,2026-03-12 13:00:00,90,79,East Village,Manhattan
79,2026-03-12 14:00:00,89,79,East Village,Manhattan
79,2026-03-12 15:00:00,108,79,East Village,Manhattan
79,2026-03-12 16:00:00,93,79,East Village,Manhattan
79,2026-03-12 17:00:00,100,79,East Village,Manhattan
79,2026-03-12 18:00:00,176,79,East Village,Manhattan
79,2026-03-12 19:00:00,151,79,East Village,Manhattan
79,2026-03-12 20:00:00,240,79,East Village,Manhattan
79,2026-03-12 21:00:00,305,79,East Village,Manhattan
79,2026-03-12 22:00:00,297,79,East Village,Manhattan
79,2026-03-12 23:00:00,232,79,East Village,Manhattan
79,2026-03-13 00:00:00,176,79,East Village,Manhattan
79,2026-03-13 01:00:00,105,79,East Village,Manhattan
79,2026-03-13 02:00:00,90,79,East Village,Manhattan
79,2026-03-13 03:00:00,65,79,East Village,Manhattan
79,2026-03-13 04:00:00,48,79,East Village,Manhattan
79,2026-03-13 05:00:00,30,79,East Village,Manhattan
79,2026-03-13 06:00:00,50,79,East Village,Manhattan
79,2026-03-13 07:00:00,86,79,East Village,Manhattan
79,2026-03-13 08:00:00,107,79,East Village,Manhattan
79,2026-03-13 09:00:00,97,79,East Village,Manhattan
79,2026-03-13 10:00:00,60,79,East Village,Manhattan
79,2026-03-13 11:00:00,69,79,East Village,Manhattan
79,2026-03-13 12:00:00,66,79,East Village,Manhattan
79,2026-03-13 13:00:00,81,79,East Village,Manhattan
79,2026-03-13 14:00:00,83,79,East Village,Manhattan
79,2026-03-13 15:00:00,103,79,East Village,Manhattan
79,2026-03-13 16:00:00,97,79,East Village,Manhattan
79,2026-03-13 17:00:00,106,79,East Village,Manhattan
79,2026-03-13 18:00:00,152,79,East Village,Manhattan
79,2026-03-13 19:00:00,201,79,East Village,Manhattan
79,2026-03-13 20:00:00,250,79,East Village,Manhattan
79,2026-03-13 21:00:00,338,79,East Village,Manhattan
79,2026-03-13 22:00:00,461,79,East Village,Manhattan
79,2026-03-13 23:00:00,595,79,East Village,Manhattan
79,2026-03-14 00:00:00,705,79,East Village,Manhattan
79,2026-03-14 01:00:00,587,79,East Village,Manhattan
79,2026-03-14 02:00:00,450,79,East Village,Manhattan
79,2026-03-14 03:00:00,268,79,East Village,Manhattan
79,2026-03-14 04:00:00,166,79,East Village,Manhattan
79,2026-03-14 05:00:00,38,79,East Village,Manhattan
79,2026-03-14 06:00:00,21,79,East Village,Manhattan
79,2026-03-14 07:00:00,26,79,East Village,Manhattan
79,2026-03-14 08:00:00,34,79,East Village,Manhattan
79,2026-03-14 09:00:00,63,79,East Village,Manhattan
79,2026-03-14 10:00:00,70,79,East Village,Manhattan
79,2026-03-14 11:00:00,85,79,East Village,Manhattan
79,2026-03-14 12:00:00,111,79,East Village,Manhattan
79,2026-03-14 13:00:00,109,79,East Village,Manhattan
79,2026-03-14 14:00:00,145,79,East Village,Manhattan
79,2026-03-14 15:00:00,139,79,East Village,Manhattan
79,2026-03-14 16:00:00,188,79,East Village,Manhattan
79,2026-03-14 17:00:00,236,79,East Village,Manhattan
79,2026-03-14 18:00:00,319,79,East Village,Manhattan
79,2026-03-14 19:00:00,406,79,East Village,Manhattan
79,2026-03-14 20:00:00,476,79,East Village,Manhattan
79,2026-03-14 21:00:00,613,79,East Village,Manhattan
79,2026-03-14 22:00:00,637,79,East Village,Manhattan
79,2026-03-14 23:00:00,842,79,East Village,Manhattan
79,2026-03-15 00:00:00,891,79,East Village,Manhattan
79,2026-03-15 01:00:00,722,79,East Village,Manhattan
79,2026-03-15 02:00:00,540,79,East Village,Manhattan
79,2026-03-15 03:00:00,310,79,East Village,Manhattan
79,2026-03-15 04:00:00,167,79,East Village,Manhattan
79,2026-03-15 05:00:00,50,79,East Village,Manhattan
79,2026-03-15 06:00:00,46,79,East Village,Manhattan
79,2026-03-15 07:00:00,33,79,East Village,Manhattan
79,2026-03-15 08:00:00,47,79,East Village,Manhattan
79,2026-03-15 09:00:00,82,79,East Village,Manhattan
79,2026-03-15 10:00:00,108,79,East Village,Manhattan
79,2026-03-15 11:00:00,117,79,East Village,Manhattan
79,2026-03-15 12:00:00,127,79,East Village,Manhattan
79,2026-03-15 13:00:00,124,79,East Village,Manhattan
79,2026-03-15 14:00:00,147,79,East Village,Manhattan
79,2026-03-15 15:00:00,118,79,East Village,Manhattan
79,2026-03-15 16:00:00,121,79,East Village,Manhattan
79,2026-03-15 17:00:00,120,79,East Village,Manhattan
79,2026-03-15 18:00:00,148,79,East Village,Manhattan
79,2026-03-15 19:00:00,144,79,East Village,Manhattan
79,2026-03-15 20:00:00,139,79,East Village,Manhattan
79,2026-03-15 21:00:00,135,79,East Village,Manhattan
79,2026-03-15 22:00:00,126,79,East Village,Manhattan
79,2026-03-15 23:00:00,86,79,East Village,Manhattan
79,2026-03-16 00:00:00,45,79,East Village,Manhattan
79,2026-03-16 01:00:00,42,79,East Village,Manhattan
79,2026-03-16 02:00:00,15,79,East Village,Manhattan
79,2026-03-16 03:00:00,10,79,East Village,Manhattan
79,2026-03-16 04:00:00,15,79,East Village,Manhattan
79,2026-03-16 05:00:00,24,79,East Village,Manhattan
79,2026-03-16 06:00:00,41,79,East Village,Manhattan
79,2026-03-16 07:00:00,72,79,East Village,Manhattan
79,2026-03-16 08:00:00,98,79,East Village,Manhattan
79,2026-03-16 09:00:00,99,79,East Village,Manhattan
79,2026-03-16 10:00:00,55,79,East Village,Manhattan
79,2026-03-16 11:00:00,49,79,East Village,Manhattan
79,2026-03-16 12:00:00,52,79,East Village,Manhattan
79,2026-03-16 13:00:00,49,79,East Village,Manhattan
79,2026-03-16 14:00:00,46,79,East Village,Manhattan
79,2026-03-16 15:00:00,56,79,East Village,Manhattan
79,2026-03-16 16:00:00,65,79,East Village,Manhattan
79,2026-03-16 17:00:00,89,79,East Village,Manhattan
79,2026-03-16 18:00:00,118,79,East Village,Manhattan
79,2026-03-16 19:00:00,83,79,East Village,Manhattan
79,2026-03-16 20:00:00,110,79,East Village,Manhattan
79,2026-03-16 21:00:00,115,79,East Village,Manhattan
79,2026-03-16 22:00:00,91,79,East Village,Manhattan
79,2026-03-16 23:00:00,50,79,East Village,Manhattan
79,2026-03-17 00:00:00,27,79,East Village,Manhattan
79,2026-03-17 01:00:00,25,79,East Village,Manhattan
79,2026-03-17 02:00:00,10,79,East Village,Manhattan
79,2026-03-17 03:00:00,13,79,East Village,Manhattan
79,2026-03-17 04:00:00,9,79,East Village,Manhattan
79,2026-03-17 05:00:00,9,79,East Village,Manhattan
79,2026-03-17 06:00:00,41,79,East Village,Manhattan
79,2026-03-17 07:00:00,80,79,East Village,Manhattan
79,2026-03-17 08:00:00,116,79,East Village,Manhattan
79,2026-03-17 09:00:00,110,79,East Village,Manhattan
79,2026-03-17 10:00:00,71,79,East Village,Manhattan
79,2026-03-17 11:00:00,57,79,East Village,Manhattan
79,2026-03-17 12:00:00,65,79,East Village,Manhattan
79,2026-03-17 13:00:00,62,79,East Village,Manhattan
79,2026-03-17 14:00:00,64,79,East Village,Manhattan
79,2026-03-17 15:00:00,77,79,East Village,Manhattan
79,2026-03-17 16:00:00,57,79,East Village,Manhattan
79,2026-03-17 17:00:00,75,79,East Village,Manhattan
79,2026-03-17 18:00:00,105,79,East Village,Manhattan
79,2026-03-17 19:00:00,135,79,East Village,Manhattan
79,2026-03-17 20:00:00,199,79,East Village,Manhattan
79,2026-03-17 21:00:00,304,79,East Village,Manhattan
79,2026-03-17 22:00:00,268,79,East Village,Manhattan
79,2026-03-17 23:00:00,186,79,East Village,Manhattan
79,2026-03-18 00:00:00,99,79,East Village,Manhattan
79,2026-03-18 01:00:00,87,79,East Village,Manhattan
79,2026-03-18 02:00:00,45,79,East Village,Manhattan
79,2026-03-18 03:00:00,31,79,East Village,Manhattan
79,2026-03-18 04:00:00,29,79,East Village,Manhattan
79,2026-03-18 05:00:00,23,79,East Village,Manhattan
79,2026-03-18 06:00:00,46,79,East Village,Manhattan
79,2026-03-18 07:00:00,103,79,East Village,Manhattan
79,2026-03-18 08:00:00,108,79,East Village,Manhattan
79,2026-03-18 09:00:00,121,79,East Village,Manhattan
79,2026-03-18 10:00:00,77,79,East Village,Manhattan
79,2026-03-18 11:00:00,57,79,East Village,Manhattan
79,2026-03-18 12:00:00,73,79,East Village,Manhattan
79,2026-03-18 13:00:00,54,79,East Village,Manhattan
79,2026-03-18 14:00:00,62,79,East Village,Manhattan
79,2026-03-18 15:00:00,76,79,East Village,Manhattan
79,2026-03-18 16:00:00,55,79,East Village,Manhattan
79,2026-03-18 17:00:00,79,79,East Village,Manhattan
79,2026-03-18 18:00:00,102,79,East Village,Manhattan
79,2026-03-18 19:00:00,134,79,East Village,Manhattan
79,2026-03-18 20:00:00,215,79,East Village,Manhattan
79,2026-03-18 21:00:00,325,79,East Village,Manhattan
79,2026-03-18 22:00:00,280,79,East Village,Manhattan
79,2026-03-18 23:00:00,153,79,East Village,Manhattan
79,2026-03-19 00:00:00,69,79,East Village,Manhattan
79,2026-03-19 01:00:00,33,79,East Village,Manhattan
79,2026-03-19 02:00:00,19,79,East Village,Manhattan
79,2026-03-19 03:00:00,20,79,East Village,Manhattan
79,2026-03-19 04:00:00,17,79,East Village,Manhattan
79,2026-03-19 05:00:00,25,79,East Village,Manhattan
79,2026-03-19 06:00:00,51,79,East Village,Manhattan
79,2026-03-19 07:00:00,98,79,East Village,Manhattan
79,2026-03-19 08:00:00,102,79,East Village,Manhattan
79,2026-03-19 09:00:00,128,79,East Village,Manhattan
79,2026-03-19 10:00:00,68,79,East Village,Manhattan
79,2026-03-19 11:00:00,60,79,East Village,Manhattan
79,2026-03-19 12:00:00,76,79,East Village,Manhattan
79,2026-03-19 13:00:00,63,79,East Village,Manhattan
79,2026-03-19 14:00:00,78,79,East Village,Manhattan
79,2026-03-19 15:00:00,99,79,East Village,Manhattan
79,2026-03-19 16:00:00,60,79,East Village,Manhattan
79,2026-03-19 17:00:00,70,79,East Village,Manhattan
79,2026-03-19 18:00:00,98,79,East Village,Manhattan
79,2026-03-19 19:00:00,148,79,East Village,Manhattan
79,2026-03-19 20:00:00,242,79,East Village,Manhattan
79,2026-03-19 21:00:00,296,79,East Village,Manhattan
79,2026-03-19 22:00:00,338,79,East Village,Manhattan
79,2026-03-19 23:00:00,263,79,East Village,Manhattan
79,2026-03-20 00:00:00,213,79,East Village,Manhattan
79,2026-03-20 01:00:00,168,79,East Village,Manhattan
79,2026-03-20 02:00:00,101,79,East Village,Manhattan
79,2026-03-20 03:00:00,77,79,East Village,Manhattan
79,2026-03-20 04:00:00,42,79,East Village,Manhattan
79,2026-03-20 05:00:00,22,79,East Village,Manhattan
79,2026-03-20 06:00:00,41,79,East Village,Manhattan
79,2026-03-20 07:00:00,71,79,East Village,Manhattan
79,2026-03-20 08:00:00,82,79,East Village,Manhattan
79,2026-03-20 09:00:00,76,79,East Village,Manhattan
79,2026-03-20 10:00:00,64,79,East Village,Manhattan
79,2026-03-20 11:00:00,47,79,East Village,Manhattan
79,2026-03-20 12:00:00,66,79,East Village,Manhattan
79,2026-03-20 13:00:00,69,79,East Village,Manhattan
79,2026-03-20 14:00:00,87,79,East Village,Manhattan
79,2026-03-20 15:00:00,99,79,East Village,Manhattan
79,2026-03-20 16:00:00,87,79,East Village,Manhattan
79,2026-03-20 17:00:00,110,79,East Village,Manhattan
79,2026-03-20 18:00:00,165,79,East Village,Manhattan
79,2026-03-20 19:00:00,251,79,East Village,Manhattan
79,2026-03-20 20:00:00,309,79,East Village,Manhattan
79,2026-03-20 21:00:00,411,79,East Village,Manhattan
79,2026-03-20 22:00:00,469,79,East Village,Manhattan
79,2026-03-20 23:00:00,522,79,East Village,Manhattan
79,2026-03-21 00:00:00,688,79,East Village,Manhattan
